posto,time_division,model_id,p,h,h_std,avg_cv_mse,total_aic
MACHADINHO,mes,3,5,1,5,,2623.343792881747
MACHADINHO,mes,3,5,2,1,,2622.284799786635
MACHADINHO,mes,3,5,2,2,,2618.133166752952
MACHADINHO,mes,3,5,2,3,,2611.5351337322186
MACHADINHO,mes,3,5,2,4,,2615.6330170117403
MACHADINHO,mes,3,5,2,5,,2619.4749243181864
MACHADINHO,mes,3,5,3,1,,2612.3636605955708
MACHADINHO,mes,3,5,3,2,,2605.905602727674
MACHADINHO,mes,3,5,3,3,,2597.7151492664116
MACHADINHO,mes,3,5,3,4,,2601.3266474503785
MACHADINHO,mes,3,5,3,5,,2604.904678124601
MACHADINHO,mes,3,5,4,1,,2612.3483202860925
MACHADINHO,mes,3,5,4,2,,2605.389788611406
MACHADINHO,mes,3,5,4,3,,2597.114079309555
MACHADINHO,mes,3,5,4,4,,2600.709188480774
MACHADINHO,mes,3,5,4,5,,2604.290396010984
MACHADINHO,mes,3,5,5,1,,2613.9932410345054
MACHADINHO,mes,3,5,5,2,,2606.848461843177
MACHADINHO,mes,3,5,5,3,,2598.2019309495595
MACHADINHO,mes,3,5,5,4,,2601.774228483057
MACHADINHO,mes,3,5,5,5,,2605.3807776248655
MACHADINHO,mes,4,1,1,1,,3162.2180668547103
MACHADINHO,mes,4,1,1,2,,3166.21806685471
MACHADINHO,mes,4,1,1,3,,3170.21806685471
MACHADINHO,mes,4,1,1,4,,3174.21806685471
MACHADINHO,mes,4,1,1,5,,3178.21806685471
MACHADINHO,mes,4,1,2,1,,3158.733412649552
MACHADINHO,mes,4,1,2,2,,3162.7334126495516
MACHADINHO,mes,4,1,2,3,,3166.7334126495516
MACHADINHO,mes,4,1,2,4,,3170.7334126495516
MACHADINHO,mes,4,1,2,5,,3174.7334126495516
MACHADINHO,mes,4,1,3,1,,3144.575854700405
MACHADINHO,mes,4,1,3,2,,3148.575854700405
MACHADINHO,mes,4,1,3,3,,3152.5758547004048
MACHADINHO,mes,4,1,3,4,,3156.5758547004048
MACHADINHO,mes,4,1,3,5,,3160.5758547004048
MACHADINHO,mes,4,1,4,1,,3145.9308718545803
MACHADINHO,mes,4,1,4,2,,3149.9308718545803
MACHADINHO,mes,4,1,4,3,,3153.9308718545803
MACHADINHO,mes,4,1,4,4,,3157.93087185458
MACHADINHO,mes,4,1,4,5,,3161.93087185458
MACHADINHO,mes,4,1,5,1,,3145.702226342602
MACHADINHO,mes,4,1,5,2,,3149.7022263426015
MACHADINHO,mes,4,1,5,3,,3153.7022263426015
MACHADINHO,mes,4,1,5,4,,3157.7022263426015
MACHADINHO,mes,4,1,5,5,,3161.7022263426015
MACHADINHO,mes,4,2,1,1,,3141.471041980384
MACHADINHO,mes,4,2,1,2,,3145.471041980384
MACHADINHO,mes,4,2,1,3,,3149.4710419803832
MACHADINHO,mes,4,2,1,4,,3153.4710419803832
MACHADINHO,mes,4,2,1,5,,3157.4710419803832
MACHADINHO,mes,4,2,2,1,,3141.654487277553
MACHADINHO,mes,4,2,2,2,,3145.654487277553
MACHADINHO,mes,4,2,2,3,,3149.654487277553
MACHADINHO,mes,4,2,2,4,,3153.654487277553
MACHADINHO,mes,4,2,2,5,,3157.654487277553
MACHADINHO,mes,4,2,3,1,,3131.8858521279303
MACHADINHO,mes,4,2,3,2,,3135.88585212793
MACHADINHO,mes,4,2,3,3,,3139.88585212793
MACHADINHO,mes,4,2,3,4,,3143.88585212793
MACHADINHO,mes,4,2,3,5,,3147.88585212793
MACHADINHO,mes,4,2,4,1,,3133.3893611757594
MACHADINHO,mes,4,2,4,2,,3137.3893611757594
MACHADINHO,mes,4,2,4,3,,3141.3893611757594
MACHADINHO,mes,4,2,4,4,,3145.3893611757594
MACHADINHO,mes,4,2,4,5,,3149.3893611757594
MACHADINHO,mes,4,2,5,1,,3133.0859275068865
MACHADINHO,mes,4,2,5,2,,3137.0859275068865
MACHADINHO,mes,4,2,5,3,,3141.0859275068865
MACHADINHO,mes,4,2,5,4,,3145.085927506886
MACHADINHO,mes,4,2,5,5,,3149.085927506886
MACHADINHO,mes,4,3,1,1,,3122.9112184383753
MACHADINHO,mes,4,3,1,2,,3126.9112184383753
MACHADINHO,mes,4,3,1,3,,3130.9112184383753
MACHADINHO,mes,4,3,1,4,,3134.911218438375
MACHADINHO,mes,4,3,1,5,,3138.911218438375
MACHADINHO,mes,4,3,2,1,,3125.188301267246
MACHADINHO,mes,4,3,2,2,,3129.1883012672456
MACHADINHO,mes,4,3,2,3,,3133.1883012672456
MACHADINHO,mes,4,3,2,4,,3137.1883012672456
MACHADINHO,mes,4,3,2,5,,3141.1883012672456
MACHADINHO,mes,4,3,3,1,,3111.079432044603
MACHADINHO,mes,4,3,3,2,,3115.079432044603
MACHADINHO,mes,4,3,3,3,,3119.079432044603
MACHADINHO,mes,4,3,3,4,,3123.079432044603
MACHADINHO,mes,4,3,3,5,,3127.079432044603
MACHADINHO,mes,4,3,4,1,,3113.1442312225504
MACHADINHO,mes,4,3,4,2,,3117.1442312225504
MACHADINHO,mes,4,3,4,3,,3121.14423122255
MACHADINHO,mes,4,3,4,4,,3125.14423122255
MACHADINHO,mes,4,3,4,5,,3129.14423122255
MACHADINHO,mes,4,3,5,1,,3112.676424387798
MACHADINHO,mes,4,3,5,2,,3116.6764243877974
MACHADINHO,mes,4,3,5,3,,3120.6764243877974
MACHADINHO,mes,4,3,5,4,,3124.6764243877974
MACHADINHO,mes,4,3,5,5,,3128.6764243877974
MACHADINHO,mes,4,4,1,1,,3109.649622239294
MACHADINHO,mes,4,4,1,2,,3113.6496222392934
MACHADINHO,mes,4,4,1,3,,3117.6496222392934
MACHADINHO,mes,4,4,1,4,,3121.6496222392934
MACHADINHO,mes,4,4,1,5,,3125.6496222392934
MACHADINHO,mes,4,4,2,1,,3111.059478194883
MACHADINHO,mes,4,4,2,2,,3115.059478194883
MACHADINHO,mes,4,4,2,3,,3119.059478194883
MACHADINHO,mes,4,4,2,4,,3123.059478194882
MACHADINHO,mes,4,4,2,5,,3127.059478194882
MACHADINHO,mes,4,4,3,1,,3101.3795523654217
MACHADINHO,mes,4,4,3,2,,3105.379552365421
MACHADINHO,mes,4,4,3,3,,3109.379552365421
MACHADINHO,mes,4,4,3,4,,3113.379552365421
MACHADINHO,mes,4,4,3,5,,3117.379552365421
MACHADINHO,mes,4,4,4,1,,3102.117821711163
MACHADINHO,mes,4,4,4,2,,3106.1178217111624
MACHADINHO,mes,4,4,4,3,,3110.1178217111624
MACHADINHO,mes,4,4,4,4,,3114.1178217111624
MACHADINHO,mes,4,4,4,5,,3118.1178217111624
MACHADINHO,mes,4,4,5,1,,3101.476996700991
MACHADINHO,mes,4,4,5,2,,3105.476996700991
MACHADINHO,mes,4,4,5,3,,3109.476996700991
MACHADINHO,mes,4,4,5,4,,3113.4769967009906
MACHADINHO,mes,4,4,5,5,,3117.4769967009906
MACHADINHO,mes,4,5,1,1,,3096.211423113321
MACHADINHO,mes,4,5,1,2,,3100.21142311332
MACHADINHO,mes,4,5,1,3,,3104.21142311332
MACHADINHO,mes,4,5,1,4,,3108.21142311332
MACHADINHO,mes,4,5,1,5,,3112.21142311332
MACHADINHO,mes,4,5,2,1,,3103.0266465512154
MACHADINHO,mes,4,5,2,2,,3107.0266465512154
MACHADINHO,mes,4,5,2,3,,3111.0266465512154
MACHADINHO,mes,4,5,2,4,,3115.0266465512154
MACHADINHO,mes,4,5,2,5,,3119.0266465512154
MACHADINHO,mes,4,5,3,1,,3090.88240969244
MACHADINHO,mes,4,5,3,2,,3094.88240969244
MACHADINHO,mes,4,5,3,3,,3098.88240969244
MACHADINHO,mes,4,5,3,4,,3102.88240969244
MACHADINHO,mes,4,5,3,5,,3106.88240969244
MACHADINHO,mes,4,5,4,1,,3089.4409689377653
MACHADINHO,mes,4,5,4,2,,3093.4409689377653
MACHADINHO,mes,4,5,4,3,,3097.4409689377653
MACHADINHO,mes,4,5,4,4,,3101.4409689377653
MACHADINHO,mes,4,5,4,5,,3105.4409689377653
MACHADINHO,mes,4,5,5,1,,3090.2220776210743
MACHADINHO,mes,4,5,5,2,,3094.222077621074
MACHADINHO,mes,4,5,5,3,,3098.222077621074
MACHADINHO,mes,4,5,5,4,,3102.222077621074
MACHADINHO,mes,4,5,5,5,,3106.222077621074
I. SOLTEIRA,dia,1,1,1,0,,68819.54738089345
I. SOLTEIRA,dia,1,1,2,0,,68805.84388643439
I. SOLTEIRA,dia,1,1,3,0,,68805.7771187801
I. SOLTEIRA,dia,1,1,4,0,,68807.00538032346
I. SOLTEIRA,dia,1,1,5,0,,68803.60248802093
I. SOLTEIRA,dia,1,2,1,0,,65487.69669739929
I. SOLTEIRA,dia,1,2,2,0,,65484.25770934531
I. SOLTEIRA,dia,1,2,3,0,,65486.90089031288
I. SOLTEIRA,dia,1,2,4,0,,65490.07750146272
I. SOLTEIRA,dia,1,2,5,0,,65491.88306416084
I. SOLTEIRA,dia,1,3,1,0,,65249.817445542656
I. SOLTEIRA,dia,1,3,2,0,,65246.78289679445
I. SOLTEIRA,dia,1,3,3,0,,65249.67799730115
I. SOLTEIRA,dia,1,3,4,0,,65253.055391829024
I. SOLTEIRA,dia,1,3,5,0,,65255.436749393804
I. SOLTEIRA,dia,1,4,1,0,,65215.96407924525
I. SOLTEIRA,dia,1,4,2,0,,65213.027268054386
I. SOLTEIRA,dia,1,4,3,0,,65216.00164192666
I. SOLTEIRA,dia,1,4,4,0,,65219.42431619174
I. SOLTEIRA,dia,1,4,5,0,,65222.028055974486
I. SOLTEIRA,dia,1,5,1,0,,65163.27186152726
I. SOLTEIRA,dia,1,5,2,0,,65160.26085697282
I. SOLTEIRA,dia,1,5,3,0,,65163.135229963234
I. SOLTEIRA,dia,1,5,4,0,,65166.4813327777
I. SOLTEIRA,dia,1,5,5,0,,65168.83759423642
I. SOLTEIRA,dia,2,1,1,0,,85513.69501533361
I. SOLTEIRA,dia,2,1,2,0,,85465.9629711071
I. SOLTEIRA,dia,2,1,3,0,,85461.54994367485
I. SOLTEIRA,dia,2,1,4,0,,85461.17573467897
I. SOLTEIRA,dia,2,1,5,0,,85451.19396590618
I. SOLTEIRA,dia,2,2,1,0,,80531.57222179833
I. SOLTEIRA,dia,2,2,2,0,,80495.36998526187
I. SOLTEIRA,dia,2,2,3,0,,80486.42968976375
I. SOLTEIRA,dia,2,2,4,0,,80491.95004566325
I. SOLTEIRA,dia,2,2,5,0,,80490.6696056365
I. SOLTEIRA,dia,2,3,1,0,,79350.85041487865
I. SOLTEIRA,dia,2,3,2,0,,79328.84875548969
I. SOLTEIRA,dia,2,3,3,0,,79319.44904067925
I. SOLTEIRA,dia,2,3,4,0,,79328.17817608008
I. SOLTEIRA,dia,2,3,5,0,,79330.66852848175
I. SOLTEIRA,dia,2,4,1,0,,78038.10769348696
I. SOLTEIRA,dia,2,4,2,0,,78026.2175505961
I. SOLTEIRA,dia,2,4,3,0,,78025.17905200542
I. SOLTEIRA,dia,2,4,4,0,,78031.27710112956
I. SOLTEIRA,dia,2,4,5,0,,78036.30075486435
I. SOLTEIRA,dia,2,5,1,0,,76947.2174631762
I. SOLTEIRA,dia,2,5,2,0,,76937.10201865033
I. SOLTEIRA,dia,2,5,3,0,,76939.61081376713
I. SOLTEIRA,dia,2,5,4,0,,76946.53510288819
I. SOLTEIRA,dia,2,5,5,0,,76943.84541703743
I. SOLTEIRA,dia,3,1,1,1,,68814.04563084141
I. SOLTEIRA,dia,3,1,1,2,,68802.16353586975
I. SOLTEIRA,dia,3,1,1,3,,68804.91165913129
I. SOLTEIRA,dia,3,1,1,4,,68811.38450246767
I. SOLTEIRA,dia,3,1,1,5,,68818.01966899616
I. SOLTEIRA,dia,3,1,2,1,,68800.59298779858
I. SOLTEIRA,dia,3,1,2,2,,68787.65592031491
I. SOLTEIRA,dia,3,1,2,3,,68789.34522502216
I. SOLTEIRA,dia,3,1,2,4,,68795.05743680731
I. SOLTEIRA,dia,3,1,2,5,,68800.03491481108
I. SOLTEIRA,dia,3,1,3,1,,68800.35394689263
I. SOLTEIRA,dia,3,1,3,2,,68787.13822714904
I. SOLTEIRA,dia,3,1,3,3,,68788.87623177169
I. SOLTEIRA,dia,3,1,3,4,,68794.58402415944
I. SOLTEIRA,dia,3,1,3,5,,68799.9365127846
I. SOLTEIRA,dia,3,1,4,1,,68801.56567772957
I. SOLTEIRA,dia,3,1,4,2,,68788.19736905991
I. SOLTEIRA,dia,3,1,4,3,,68789.9144707567
I. SOLTEIRA,dia,3,1,4,4,,68795.53098169457
I. SOLTEIRA,dia,3,1,4,5,,68800.63819966678
I. SOLTEIRA,dia,3,1,5,1,,68798.18183554568
I. SOLTEIRA,dia,3,1,5,2,,68784.77425860829
I. SOLTEIRA,dia,3,1,5,3,,68786.65341331255
I. SOLTEIRA,dia,3,1,5,4,,68792.28338536044
I. SOLTEIRA,dia,3,1,5,5,,68797.65123183838
I. SOLTEIRA,dia,3,2,1,1,,66552.19659487759
I. SOLTEIRA,dia,3,2,1,2,,65948.2490098398
I. SOLTEIRA,dia,3,2,1,3,,65986.49932900966
I. SOLTEIRA,dia,3,2,1,4,,66003.78562977177
I. SOLTEIRA,dia,3,2,1,5,,65978.31741049098
I. SOLTEIRA,dia,3,2,2,1,,66546.82003776268
I. SOLTEIRA,dia,3,2,2,2,,65945.39946002861
I. SOLTEIRA,dia,3,2,2,3,,65983.91184724966
I. SOLTEIRA,dia,3,2,2,4,,66000.44525399787
I. SOLTEIRA,dia,3,2,2,5,,65975.27239886468
I. SOLTEIRA,dia,3,2,3,1,,66555.88336792227
I. SOLTEIRA,dia,3,2,3,2,,65950.45451492752
I. SOLTEIRA,dia,3,2,3,3,,65989.45502065783
I. SOLTEIRA,dia,3,2,3,4,,66006.36431367994
I. SOLTEIRA,dia,3,2,3,5,,65980.69492574557
I. SOLTEIRA,dia,3,2,4,1,,66556.77854741018
I. SOLTEIRA,dia,3,2,4,2,,65952.45776146215
I. SOLTEIRA,dia,3,2,4,3,,65991.53694640573
I. SOLTEIRA,dia,3,2,4,4,,66008.51354945134
I. SOLTEIRA,dia,3,2,4,5,,65983.26138964201
I. SOLTEIRA,dia,3,2,5,1,,66551.48647580578
I. SOLTEIRA,dia,3,2,5,2,,65952.22560023976
I. SOLTEIRA,dia,3,2,5,3,,65991.14199312031
I. SOLTEIRA,dia,3,2,5,4,,66008.12380185271
I. SOLTEIRA,dia,3,2,5,5,,65982.22590314686
I. SOLTEIRA,dia,3,3,1,1,,65987.69330013862
I. SOLTEIRA,dia,3,3,1,2,,65584.29430399962
I. SOLTEIRA,dia,3,3,1,3,,65611.49610977658
I. SOLTEIRA,dia,3,3,1,4,,65624.10698725951
I. SOLTEIRA,dia,3,3,1,5,,65611.48555261325
I. SOLTEIRA,dia,3,3,2,1,,65983.4950210013
I. SOLTEIRA,dia,3,3,2,2,,65582.47616878504
I. SOLTEIRA,dia,3,3,2,3,,65609.91430504512
I. SOLTEIRA,dia,3,3,2,4,,65621.91121210966
I. SOLTEIRA,dia,3,3,2,5,,65609.35845147897
I. SOLTEIRA,dia,3,3,3,1,,65991.77041292543
I. SOLTEIRA,dia,3,3,3,2,,65587.3830698544
I. SOLTEIRA,dia,3,3,3,3,,65615.14481116105
I. SOLTEIRA,dia,3,3,3,4,,65627.36012755796
I. SOLTEIRA,dia,3,3,3,5,,65614.50591403093
I. SOLTEIRA,dia,3,3,4,1,,65993.41102720084
I. SOLTEIRA,dia,3,3,4,2,,65589.84160417011
I. SOLTEIRA,dia,3,3,4,3,,65617.66827394303
I. SOLTEIRA,dia,3,3,4,4,,65629.94235511638
I. SOLTEIRA,dia,3,3,4,5,,65617.33243685817
I. SOLTEIRA,dia,3,3,5,1,,65990.41309814686
I. SOLTEIRA,dia,3,3,5,2,,65590.76728180319
I. SOLTEIRA,dia,3,3,5,3,,65618.4817198078
I. SOLTEIRA,dia,3,3,5,4,,65630.74294707767
I. SOLTEIRA,dia,3,3,5,5,,65617.65211548112
I. SOLTEIRA,dia,3,4,1,1,,65937.5910330717
I. SOLTEIRA,dia,3,4,1,2,,65557.16258792115
I. SOLTEIRA,dia,3,4,1,3,,65582.99423494736
I. SOLTEIRA,dia,3,4,1,4,,65596.8386436817
I. SOLTEIRA,dia,3,4,1,5,,65585.22078741268
I. SOLTEIRA,dia,3,4,2,1,,65933.79601442728
I. SOLTEIRA,dia,3,4,2,2,,65555.88133664377
I. SOLTEIRA,dia,3,4,2,3,,65581.85258902413
I. SOLTEIRA,dia,3,4,2,4,,65595.18789266174
I. SOLTEIRA,dia,3,4,2,5,,65583.43404238332
I. SOLTEIRA,dia,3,4,3,1,,65940.66863024194
I. SOLTEIRA,dia,3,4,3,2,,65560.46747325588
I. SOLTEIRA,dia,3,4,3,3,,65586.6393185711
I. SOLTEIRA,dia,3,4,3,4,,65600.12193929106
I. SOLTEIRA,dia,3,4,3,5,,65588.19362678324
I. SOLTEIRA,dia,3,4,4,1,,65942.83334830655
I. SOLTEIRA,dia,3,4,4,2,,65563.1501348752
I. SOLTEIRA,dia,3,4,4,3,,65589.35975949385
I. SOLTEIRA,dia,3,4,4,4,,65602.87445673425
I. SOLTEIRA,dia,3,4,4,5,,65591.0598233569
I. SOLTEIRA,dia,3,4,5,1,,65941.63347981533
I. SOLTEIRA,dia,3,4,5,2,,65564.68721419742
I. SOLTEIRA,dia,3,4,5,3,,65590.8146183426
I. SOLTEIRA,dia,3,4,5,4,,65604.2782644832
I. SOLTEIRA,dia,3,4,5,5,,65592.17257204608
I. SOLTEIRA,dia,3,5,1,1,,65884.45494189854
I. SOLTEIRA,dia,3,5,1,2,,65494.81942127959
I. SOLTEIRA,dia,3,5,1,3,,65521.18095104818
I. SOLTEIRA,dia,3,5,1,4,,65536.08449618227
I. SOLTEIRA,dia,3,5,1,5,,65522.309414575255
I. SOLTEIRA,dia,3,5,2,1,,65880.78932443509
I. SOLTEIRA,dia,3,5,2,2,,65493.125215434426
I. SOLTEIRA,dia,3,5,2,3,,65519.75333555309
I. SOLTEIRA,dia,3,5,2,4,,65534.12672651514
I. SOLTEIRA,dia,3,5,2,5,,65520.24141920307
I. SOLTEIRA,dia,3,5,3,1,,65887.74153912072
I. SOLTEIRA,dia,3,5,3,2,,65497.81318868464
I. SOLTEIRA,dia,3,5,3,3,,65524.62786825329
I. SOLTEIRA,dia,3,5,3,4,,65539.14914906945
I. SOLTEIRA,dia,3,5,3,5,,65525.04603110124
I. SOLTEIRA,dia,3,5,4,1,,65889.77558089914
I. SOLTEIRA,dia,3,5,4,2,,65500.32101436527
I. SOLTEIRA,dia,3,5,4,3,,65527.21391293348
I. SOLTEIRA,dia,3,5,4,4,,65541.78331343162
I. SOLTEIRA,dia,3,5,4,5,,65527.845355766294
I. SOLTEIRA,dia,3,5,5,1,,65888.17006689285
I. SOLTEIRA,dia,3,5,5,2,,65501.40313674199
I. SOLTEIRA,dia,3,5,5,3,,65528.26627228116
I. SOLTEIRA,dia,3,5,5,4,,65542.8243146264
I. SOLTEIRA,dia,3,5,5,5,,65528.51983253094
I. SOLTEIRA,dia,4,1,1,1,,85518.69495825164
I. SOLTEIRA,dia,4,1,1,2,,85522.69495825164
I. SOLTEIRA,dia,4,1,1,3,,85526.69495825164
I. SOLTEIRA,dia,4,1,1,4,,85530.69495825164
I. SOLTEIRA,dia,4,1,1,5,,85534.69495825164
I. SOLTEIRA,dia,4,1,2,1,,85470.96291402513
I. SOLTEIRA,dia,4,1,2,2,,85474.96291402513
I. SOLTEIRA,dia,4,1,2,3,,85478.96291402513
I. SOLTEIRA,dia,4,1,2,4,,85482.96291402513
I. SOLTEIRA,dia,4,1,2,5,,85486.96291402513
I. SOLTEIRA,dia,4,1,3,1,,85466.54988659288
I. SOLTEIRA,dia,4,1,3,2,,85470.54988659288
I. SOLTEIRA,dia,4,1,3,3,,85474.54988659288
I. SOLTEIRA,dia,4,1,3,4,,85478.54988659288
I. SOLTEIRA,dia,4,1,3,5,,85482.54988659288
I. SOLTEIRA,dia,4,1,4,1,,85466.175677597
I. SOLTEIRA,dia,4,1,4,2,,85470.175677597
I. SOLTEIRA,dia,4,1,4,3,,85474.175677597
I. SOLTEIRA,dia,4,1,4,4,,85478.175677597
I. SOLTEIRA,dia,4,1,4,5,,85482.175677597
I. SOLTEIRA,dia,4,1,5,1,,85456.1939088242
I. SOLTEIRA,dia,4,1,5,2,,85460.1939088242
I. SOLTEIRA,dia,4,1,5,3,,85464.1939088242
I. SOLTEIRA,dia,4,1,5,4,,85468.1939088242
I. SOLTEIRA,dia,4,1,5,5,,85472.1939088242
I. SOLTEIRA,dia,4,2,1,1,,80535.57199345306
I. SOLTEIRA,dia,4,2,1,2,,80539.57199345305
I. SOLTEIRA,dia,4,2,1,3,,80543.57199345305
I. SOLTEIRA,dia,4,2,1,4,,80547.57199345305
I. SOLTEIRA,dia,4,2,1,5,,80551.57199345305
I. SOLTEIRA,dia,4,2,2,1,,80499.3697569166
I. SOLTEIRA,dia,4,2,2,2,,80503.3697569166
I. SOLTEIRA,dia,4,2,2,3,,80507.3697569166
I. SOLTEIRA,dia,4,2,2,4,,80511.3697569166
I. SOLTEIRA,dia,4,2,2,5,,80515.3697569166
I. SOLTEIRA,dia,4,2,3,1,,80490.42946141849
I. SOLTEIRA,dia,4,2,3,2,,80494.42946141848
I. SOLTEIRA,dia,4,2,3,3,,80498.42946141848
I. SOLTEIRA,dia,4,2,3,4,,80502.42946141848
I. SOLTEIRA,dia,4,2,3,5,,80506.42946141848
I. SOLTEIRA,dia,4,2,4,1,,80495.94981731799
I. SOLTEIRA,dia,4,2,4,2,,80499.94981731797
I. SOLTEIRA,dia,4,2,4,3,,80503.94981731797
I. SOLTEIRA,dia,4,2,4,4,,80507.94981731797
I. SOLTEIRA,dia,4,2,4,5,,80511.94981731797
I. SOLTEIRA,dia,4,2,5,1,,80494.66937729123
I. SOLTEIRA,dia,4,2,5,2,,80498.66937729123
I. SOLTEIRA,dia,4,2,5,3,,80502.66937729123
I. SOLTEIRA,dia,4,2,5,4,,80506.66937729123
I. SOLTEIRA,dia,4,2,5,5,,80510.66937729123
I. SOLTEIRA,dia,4,3,1,1,,79353.8499010627
I. SOLTEIRA,dia,4,3,1,2,,79357.8499010627
I. SOLTEIRA,dia,4,3,1,3,,79361.8499010627
I. SOLTEIRA,dia,4,3,1,4,,79365.8499010627
I. SOLTEIRA,dia,4,3,1,5,,79369.8499010627
I. SOLTEIRA,dia,4,3,2,1,,79331.84824167375
I. SOLTEIRA,dia,4,3,2,2,,79335.84824167375
I. SOLTEIRA,dia,4,3,2,3,,79339.84824167375
I. SOLTEIRA,dia,4,3,2,4,,79343.84824167375
I. SOLTEIRA,dia,4,3,2,5,,79347.84824167375
I. SOLTEIRA,dia,4,3,3,1,,79322.4485268633
I. SOLTEIRA,dia,4,3,3,2,,79326.4485268633
I. SOLTEIRA,dia,4,3,3,3,,79330.4485268633
I. SOLTEIRA,dia,4,3,3,4,,79334.4485268633
I. SOLTEIRA,dia,4,3,3,5,,79338.4485268633
I. SOLTEIRA,dia,4,3,4,1,,79331.17766226413
I. SOLTEIRA,dia,4,3,4,2,,79335.17766226412
I. SOLTEIRA,dia,4,3,4,3,,79339.17766226412
I. SOLTEIRA,dia,4,3,4,4,,79343.17766226412
I. SOLTEIRA,dia,4,3,4,5,,79347.17766226412
I. SOLTEIRA,dia,4,3,5,1,,79333.6680146658
I. SOLTEIRA,dia,4,3,5,2,,79337.6680146658
I. SOLTEIRA,dia,4,3,5,3,,79341.6680146658
I. SOLTEIRA,dia,4,3,5,4,,79345.6680146658
I. SOLTEIRA,dia,4,3,5,5,,79349.6680146658
I. SOLTEIRA,dia,4,4,1,1,,78040.10677996685
I. SOLTEIRA,dia,4,4,1,2,,78044.10677996684
I. SOLTEIRA,dia,4,4,1,3,,78048.10677996685
I. SOLTEIRA,dia,4,4,1,4,,78052.10677996684
I. SOLTEIRA,dia,4,4,1,5,,78056.10677996684
I. SOLTEIRA,dia,4,4,2,1,,78028.216637076
I. SOLTEIRA,dia,4,4,2,2,,78032.21663707597
I. SOLTEIRA,dia,4,4,2,3,,78036.21663707597
I. SOLTEIRA,dia,4,4,2,4,,78040.21663707597
I. SOLTEIRA,dia,4,4,2,5,,78044.21663707597
I. SOLTEIRA,dia,4,4,3,1,,78027.1781384853
I. SOLTEIRA,dia,4,4,3,2,,78031.1781384853
I. SOLTEIRA,dia,4,4,3,3,,78035.1781384853
I. SOLTEIRA,dia,4,4,3,4,,78039.1781384853
I. SOLTEIRA,dia,4,4,3,5,,78043.1781384853
I. SOLTEIRA,dia,4,4,4,1,,78033.27618760944
I. SOLTEIRA,dia,4,4,4,2,,78037.27618760944
I. SOLTEIRA,dia,4,4,4,3,,78041.27618760944
I. SOLTEIRA,dia,4,4,4,4,,78045.27618760944
I. SOLTEIRA,dia,4,4,4,5,,78049.27618760944
I. SOLTEIRA,dia,4,4,5,1,,78038.29984134424
I. SOLTEIRA,dia,4,4,5,2,,78042.29984134421
I. SOLTEIRA,dia,4,4,5,3,,78046.29984134423
I. SOLTEIRA,dia,4,4,5,4,,78050.29984134423
I. SOLTEIRA,dia,4,4,5,5,,78054.29984134421
I. SOLTEIRA,dia,4,5,1,1,,76948.21603569234
I. SOLTEIRA,dia,4,5,1,2,,76952.21603569233
I. SOLTEIRA,dia,4,5,1,3,,76956.21603569233
I. SOLTEIRA,dia,4,5,1,4,,76960.21603569233
I. SOLTEIRA,dia,4,5,1,5,,76964.21603569231
I. SOLTEIRA,dia,4,5,2,1,,76938.10059116647
I. SOLTEIRA,dia,4,5,2,2,,76942.10059116645
I. SOLTEIRA,dia,4,5,2,3,,76946.10059116645
I. SOLTEIRA,dia,4,5,2,4,,76950.10059116645
I. SOLTEIRA,dia,4,5,2,5,,76954.10059116645
I. SOLTEIRA,dia,4,5,3,1,,76940.60938628326
I. SOLTEIRA,dia,4,5,3,2,,76944.60938628325
I. SOLTEIRA,dia,4,5,3,3,,76948.60938628325
I. SOLTEIRA,dia,4,5,3,4,,76952.60938628325
I. SOLTEIRA,dia,4,5,3,5,,76956.60938628325
I. SOLTEIRA,dia,4,5,4,1,,76947.53367540432
I. SOLTEIRA,dia,4,5,4,2,,76951.53367540432
I. SOLTEIRA,dia,4,5,4,3,,76955.53367540432
I. SOLTEIRA,dia,4,5,4,4,,76959.53367540432
I. SOLTEIRA,dia,4,5,4,5,,76963.53367540431
I. SOLTEIRA,dia,4,5,5,1,,76944.8439895536
I. SOLTEIRA,dia,4,5,5,2,,76948.84398955357
I. SOLTEIRA,dia,4,5,5,3,,76952.84398955358
I. SOLTEIRA,dia,4,5,5,4,,76956.84398955357
I. SOLTEIRA,dia,4,5,5,5,,76960.84398955357
I. SOLTEIRA,sem,1,1,1,0,,13098.50557346398
I. SOLTEIRA,sem,1,1,2,0,,13092.72432013855
I. SOLTEIRA,sem,1,1,3,0,,13094.712415083864
I. SOLTEIRA,sem,1,1,4,0,,13097.438007320894
I. SOLTEIRA,sem,1,1,5,0,,13097.962540316616
I. SOLTEIRA,sem,1,2,1,0,,13073.148348140812
I. SOLTEIRA,sem,1,2,2,0,,13069.001856009563
I. SOLTEIRA,sem,1,2,3,0,,13071.421916019675
I. SOLTEIRA,sem,1,2,4,0,,13074.496692298315
I. SOLTEIRA,sem,1,2,5,0,,13075.793877982613
I. SOLTEIRA,sem,1,3,1,0,,13008.1592911045
I. SOLTEIRA,sem,1,3,2,0,,12999.837201406268
I. SOLTEIRA,sem,1,3,3,0,,13001.210325607068
I. SOLTEIRA,sem,1,3,4,0,,13003.813104306508
I. SOLTEIRA,sem,1,3,5,0,,13003.880414090498
I. SOLTEIRA,sem,1,4,1,0,,13007.000433192161
